text,label,second label
Abla doktor halletmiş zaten ne uğraşıyon,4,3
Tüm Türkiye biliyorki senin bu güzelliğin pirinç maskesi falan değil paraaaaaa,4,
Ulan sen neydin ne oldun be,4,
10 kez estetik yaptırdıktan sonra kızlar,4,2
Onca pahalı ürünler işe yaramıyor demek ki,4,3
Dünya para harcayıp tipini değiştirip maskeyle güzel oluyorum tribüne giren model,4,
Estetik yaptırıp yaptırıp tipinin sonucunu yoğurt sayesindeymıs gibi yapma be abla allah için,4,3
Milletin aklı ile oynuyor.Sanırsınki gözlerine bile estetik yaptıran kendisi değil.,4,
Zilyon tane estetik yaptırıp milletide şurada  pirinç unu aleo Vera diye yiyebiliyorsunuz ya helal olsun ya,4,
Biraz kilo al,4,
Doktorun kim onu söyle boşver milleti pirinçle unla kandırmayı😂😂😂😂😂,4,3
Bu kadar estetik parasına site yapan tanıyorum👏,4,
Bu nasil siskoydu ya ne hale gelmiş,4,
Hiç spor yapmadan karın kasını bile oluşturdu.Para para para,4,
Çok beyazsın annecim,4,
Bu ne zaman zayıflandı la,4,
Walla cok basarili donusum 🫠, en son pogaca gibi kizdi beyaz showda 😂,4,
O kadar kilo verip nasıl sarkmadın anlatsana biraz 😂😍,4,
Estetiğin gözü kör olsun aq,4,3
Silikonlar hayırlı olsun,4,
Tosun gibi biseydi bu şimdi Bi ters köşe yaptırıyor erkeklere,4,
Kaportanın gırmedıgı yet kalmamış ama sen krem yapıyon evde 😂yav he he yedık,4,
Eskiden 150 kiloydun nasıl bu kadar zayıfladın abla ne derdin var,4,
Yüz binlerce liralık bakım ve estetik yaptırdıktan sonra pirinç unu ve Aloe Vera ile güzelleştiğibi iddia eden arkadaş,4,
Sözde makyaj yüzü markaların ama gram güzelleşemiyor çabalama artık,4,
Bu bi ara şiskoydu ne oldu buna.,4,
39. İşlemden sonra toparlamiş,4,
abla kaç cc,4,
Şu tıp bile düzelmiş,4,
Slikon yapan memesini açıyor,4,
Baba nolmuş sana,4,
Pirinç unu işe yarıyor da neden estetik oldun hammıınnaaaa,4,
Bu kim ? Bizim sitede daha güzel kızlar var,4,
Bu kızı her gördüğümde 40 kilo ya eksik ya fazla 🤣,4,
Çirkin degilim sadece param yok bu beni guzellestirirmi siz bu sekildemi bu hale geldiniz?,4,
Kız sen niye zayıfladın yaa, tombiş tombiş daha güzeldin..,4,
Piranaya benziyorsun,4,
Nasıl sarkmadi hu,4,
Bu Tipide Fenomen yaptilar yaa…cok yazik…,4,
evrime kafa atıp gecen estetik dr larına selam olsun. after before bilenler anladı 😂😂😂😂,4,
Kadın ayaklı modern tıp virali resmen..,4,
Çin malı boksörler e benziyon abla,4,
Bu kız bu kadar guzel degildi,4,
Yüzüne 5 kg makyaj malzemesi sür sonra güzelim havaları. Tabi efendim. Bide tarif ver cildinin normal halini görelim,4,
Her yer estetik yoğurt sürsen ne fayda 😂,4,
Dudakları çilekli okobo yağı ile şişirmiş zaten sonra yanaklar boboko yağı ile dolgun çenesi nasıl sivrildi demeyin onun tarifi çoçoko yapı bide dodoko yağı sonra yüzünün gerginliğini horoko yağına borçlu.,4,
Yuvarlak,4,
Danla acaba göğüslerini yaptırmışmıdır 🤔,4,
O kadar estetik,o kadar kimyasal o kadar güzellik salonlarına raaağmen 10/2 falan,4,
Düzelmiyo kızım bi sanayide baktır,4,
Estetik olmasa nolurdu bunlar😅,4,
Yaşlanmışsın.,4,
ESTETİK,4,
Bu travestiden donmeymis ya,4,
Belin kalın orayada bi operasyon çek,4,
Silikonda yaptırmasaydın napcaktın abla? Aç salla aç yallah 😂😂😂,4,
Estetikli halini tanıyamaz olduk 😁 yalandan kremlerle güzelim dayatmaları bırakın artık 😣😝,4,
Her yerin kimyasal kamera karşısına çıkıp ben güzelim rolü yapman komik danla,4,
Estetiğin üzerine onlar gerçekten cilde etki yapıyor mu senin ki estetikli ya fazla anlaşılmıyor da,4,
Pörtlek göz,4,
Uzaylıya dönmüş bu,4,
Sen çok zayıfladın,4,
Bu tavuğa benzemiyormuydu estetik öncesi  baya iyi çalışma yapmış,4,
TAM SOYUN BÖYLE OLMAMIŞ,4,
of of nerede o videolarda 90 kilo osurup geğiren danla,4,
Böyle  giyinirsen  tacizi  hak  edersin.,4,
Şu kilolarınla sahneye çıkmaya utanmıyor musun?!!!,4,
O  suratınla  kimse  seni  ciddiye  almaz.,4,
Boyun bu kadar kısa olunca kimse seni fark etmez.!!!,4,
Makyaj yapmadan dışarı çıkma, yoksa korkunç görünüyorsun.!!!,4,
Bu kıyafet sana hiç yakışmamış, çok çirkin olmuşsun.!!!,4,
TOPLUMU YEMEYE GELİYOR, 1
tursu bidonu (5lt), 1
Optimus prime kadın , 0
Allahım böyle güzelliği yalasinlar ♥️🦣⛴️✈️🛳️🚢, 2
çok konuştun daha şu fışkırtma, 1
Fıçı, 1
Hayatı çalınmış✖️ Hamburgeri çalınmış ✔️, 1
Mutfağa dönecekmisin, 1
Megatron a benziyor Bi andada golem e😅😈👿🤡🤡👹💩💩😨😨😨😰😰😰👻👽👽👾💀💀☠️☠️🤖🤖👻💀💀👾👽👽😰😰😱👹👿😈😈😢😭😡😥😥🥶😎😎😎🥲😍😍, 1
Kimse senin hayatını calmamamiş sadece sen yemişsin, 1
Çalışsanda yüksün, 1
Gram etkilenmedim vay danam vay, 4
Senin eksiğin yok fazlan var, 4
Abla evrimli iksir golemi ne zmn gelir bilse bilse sen bilirsin, 1
Sişman, 1, 4
Tanker, 1
Beyler yorum atmayın doysun biraz aq, 1
Ne boş yaptinbe, 1
Dombilii,1, 4
Abla sen çalışsa da çalışma sada yük gibisin, 1
Kadın ❌ Megaladon✅, 1
O saydıkların 570 yılı Arap yarım adasinda yoktu la yavaş gel aq sjskskdkr, 1
Dostum kendi kilosunu ihmal edip bundan prim kasmaya çalışınca nasıl hissetti😈, 1
Evrimli mega şovalye, 1
Golem olmaının zorlukları😢, 1
Tatlı tombik 😂, 3
Ablam çok güzelsin 🫶🫶, 0
abla sen havuza giriyonmu, 3
3 adım koşmuş depresyona girmiş, 3
Abla iyi hoş ama denize  girdiğinde Deniz'in kaldırma kuvveti seni taşıyor mu?, 1
Sevdigim Tek nukleer santral insan, 3
fil, 1
Abla sen zaten mükemmelden fazlasın (20ton fazlasın), 3
Cok guzel❤️, 0
Patlıcan dolması, 4
Salıncak taşımaz diye oturmamış, 3
Yarrak👏😢, 1
Sen Kadin haklarini yedin, 3
Su varili, 4
Sus lan çamış, 3, 4
Göbeğe bak amk içini pilav doldur fırına ver, 3, 4
Hipopotan, 1
Boyalı fil, 1
Abla sen benim bı arkadaşıma çok benziyorsun, 0
Sen dediysen kadınlara saygım bitti, 1
Bir zayıflatacaksin ama drama yaptın, 3
Sovyet tankı, 1, 4
Dünyayı yiyen kadın, 1
Tank mermisi, 1, 4
Abla sen her turlu yuksun, 1
Sus dana, 1
Abla sen yükü bile yersin aq, 1
❤️❤️❤️, 0
Bırakda kadınları kadınlar konuşsun, 1
Bu hayat senin tercihin senin kendine saygın yok boş yere laf salatası yapıyorsun, 1
Yük değil ton ayrıca shangai limanı, 1,4
😍😍😍, 0
100 vs 1 goril de neden gorili yedin ?, 1, 4
Abla çok güzelsinnn başkalarinin ne dedigini önemseme lütfen, 1
Kendi yer çekimine sahip, 1
Max kilo kadın, 4
Bunu kasaba versen sana ömrü boyu dua eder, 1
Kadınlar gününü yemiş, 1
Fazla ağır olduğu için erkekler kaldıramamış ilgi alamamış Erkeklerden umudu kesmiş kuyruk acısı çıkarıyor he tmm diyip geçin, 3
salıncak çöktü aq, 1
Sen tank gibisin, 1, 4
Yurüyen balon,1, 4
İzlerken kilo aldım, 3
Konya ovası, 4
Sen kadın mıydın 😰 ben seni su aygırı sanmıştım 😓, 1
Abla asla sen yük degilsin tabiki. Kendine özel yer çekimi küvetin var senin, 1
KADİN !!!, 1
Avantajlarından niye bahsetmiyorsun iki tane cilve yapan kadın bir anda zengin koca bulup evlenip hayatını kurtarabilir ama bir erkek para kazanmazsa oradan buradan  helal adam fark etmiyor bir şekilde parayı bulmazsa kimsenin gözünde un kadar değeri olmuyor, 2
Tabiki gif'ler kapalı, 0
Tamam hipopotam, 1
Gragasın torunu🔥, 1
Hamburger çalan kadın, 1
Konuşurken acıkdı, 3
Sağol optimus prime, 0
Yük., 1
OPTIMUS PRIME, 0
Yoo, 0
Filler konuşmayı öğrenmiş, 3
🐂, 0
abla ismarlqyim bi menu kesfetimi birak la, 3
Evet aynısı bizde de erkekler araba park edemiyorsa kızdır hesabı ödemiyorsa kızdır hepsi böyle, 3
La olm erkeklerin bi kısmı hariç artık hiç bir erkek kadına ne baskı nede dövmüyo bu arada megatranla bi akrabağılığın var mı, 3
🚄, 0
3 iksir olan kadın, 0
Bu kadar özgür yaşayıp hapis hayatı yaşıyormuş gibi konuşuyorsunuz ya gerçekten sıktı bu Kadın muhabbetiniz. Yeter artık bee., 3
Tamam ablacım 😂 he he, 3
Sus kadın, 1
Yorumdki erkekler ülkenin utanç sebebi, 3
Ya gifler kapalı amk, 3
Filli boya❌  boyalı fil✅, 3
Abla istediğiniz kadar kilolu olun ama ben dünyanın en güzel kadınıyım yaaaaağğğ demeyin, 3
🛳️🛳️🚢🚢🚢🚢🚢⛴️⛴️⛴️⛴️⛴️🚢🚢🚢🛳️🛳️🚢🚢🚢🚢⛴️⛴️, 0
deprem! depreœm yikil yigkil, 3
Kadın dom dom kadın, 1
Erkek: bişey yapmasa bile kötüye anılan bir varlık mı ?, 3
Vay be cok zormuş bide erkek olmayı bilsen 🤣🤣🤣🤣🤣🤣, 3
Barbar varili, 1
Tek parça kadın, 0
Tamam simdi sus, 3
Sus sus sus, 3
Abla tartıyı neden kırdın?, 3
Dünyanın çekim alanını bu oluşturuyo aq, 3
Salıncağa helal olsun, 3
Gıf atamıyom aq, 3
Megatron, 0
Bu zorla imandan laikliğe geçişin zorlukları tarafınızı seçtikten sonrası hiç bir sıkıntı yaşadığınız söylenemez tabi İslami seçmek elbette tatlı zorlukları var ama laik seçiminden sonra hiç bir bok yok daha fazla bir açıklama yok, 3
Aynı sen, 0
Çalışmasa yük olmaz kadın ama sen olursun, 1
Adanalimanı🔥🔥, 0
Şişman olmak bir seçimdir, 4
Kısaca bu 1 tondur, 4
Kadın olmak çok zorr malesef helede kendi ailesinden sevgi saygı görmüyorsa o çok çok daha zor 😔☹️🥺😫, 0
Vapur iskelesi, 0
Allah ilk erkekleri yaratı sonra onlara itaat etmeleri için hizmet etmeleri için gönderdi, 2
Mig mak günü  kutlu olsun brom, 0
Zaten kadınlar özgür ap, 0
Konuşurken nefes nefese kaldı, 3
neyse en azından insanlara saygı duyuyor bazı cinsiyetciler gibi erkekleri aşşağılamıyor, 0
OSURDUM🗣️, 3
Abla hareket etme deprem oluyo, 3
ABLA İCONSUN🤍🌹, 0
Yaşamış videoyu 😂, 0
Ya muhteşemsin sen ssfgjk😂😂😂, 0
Benim mentali toplayan video 😂, 0
Her seferinde daha iyisi geliyor AHAJAKSHALSHALSJLSJSLAHALABALAHABAKQHAJA 😂😂😂, 3
Sesini bilmesem, ❤️ effekt değil derdim jsksksk, 3
Paralel evrende sarı civciv serenay 😂, 3
Hahahahahaha olaysın 😂,0
Seni tanımak istiyorum  ❤️, 0
Ya bu kadın ne yapsa olmuyor eğreti duruyor, 3
😂 aplanız çalışıyor, 3
Aşığım sana kadın ❤️🔥 ,0
Allah affetsin travesti sandım ama dobra duruşuna saygım var bol şans 🤞,3
Playback olduğunu ikinci izleyişte anlayabildim ahagahyagauahah 🤣🤣, 3
sonunda kendine yakışan videoyu çekmişsin, 3
Gerçekliğin oyunculukla bütünlenmiş hali mimikler👏,0
Lan buna ne olmuş aq, 1
Komik olmuş irem abi, 1
Her sektörde de varsın bee  😂😂, 0
Sucuk reklamı sandım,  4
Abla ağzınız 2+1 mi, 1, 4
Bazen andirmiyor gibi de değilsin yüz kemikli olunca 🙂😮, 4
Mavi tiki görmesem gerçekten travesti sanacaktım İrem dericiymiş 😂😂,1
Yemin ederim travesti zannettim 🤯🤯🤯,1
Ah o ağız var ya o ağız (:, 2
Allah affetsin de travestiye de benziyon😁😁😁, 1
Caqqal oqlu caqqal, 1
Abla makyacsız halinde  rahmetli dedeme benziyor, 4
🤣🤣, 0
İsmini okumasam trevesti sandim iananaamiy, 1
Rol yapmamış yaşamış aplam 🤣, 3
Tavesti😂😂😂,1
Bildiğin travesti, 1
Travesti sandım aq, 1
Bu neden gittiçe travesti oluyor mk not o insanlar ile bir sorunum yok ama bu neden onlara benzemeye başladı 😂, 1
Kokodan delırmıs bu, 1
Tövbe estagfr. carpilmis heralde bu, 1
Izmir Aydın arası otobanda Selahattin Tüneli var. Neden aklima geldi bunu seyredince acaba🤣😂, 3
İroni, 3
İremciğim yapıyorsun bu sporu be, 0
harika ya bu kadın 😍, 0
Sen sanatçı değilde tam konuştuğun dil sana çok yakişıyor  sen oisi yapsan daha iyi sanat ılık ayrı bir mezeyet çünkü sen  o sabatin içinde yoksun, 1
İrem bayılıyorum sana ya, 0
Muazzam bir insansın 🤣, 0
Yaa geberdim yaaa bu ne yaaa 😂❤️😂❤️😍❤️😂❤️😍😮, 0
Nolur devamı gelsin❤️, 0
Videonun orijinalini paylaşın acil😂😂, 3
Fenasal bir karı ,2
Ses kimden çıkıyor, 3
Niyeeeğğğ 🤣, 3
Çoğu kişi olumsuz yapıyor ama bence gayet doğal kadın yaşıyor abi hayatını salın gitsin artik, 0
Başkasına daha iyi yakışamazdı bu ses 😂, 3
Abla bı anda sogudum senden😂😂, 3
Abla git gide transformerslara benziyon benden soylemesi, 4
Bu taklidi süper yapmiş neden bilmiyorum 😂😂, 3
Teksin ya vallahı müthiş bi kadinsın 🔥🔥, 0
Role girmemiş rol kesmi, 3
Ses ve oyunculuk süper, 0
Kim bu kadın çok güzel lan, 0
Travesti sandım valla, 1
Agizda 46 numara terkik gibi maasallah😂😂😂,4
Hahahahaha çok iyi olmuş 💣😂😂,0
Midem bulandı,1
trololoy olmuş ya la bu 🧐😂,1
Günüm ne gzeldi şunu nerden gördüm,3
🤣❤️, 0
🤣🤣🤣, 0
Trlerden çok telere benziyen tek kadındır oooo😂😂😂😂😂, 4
Bu kadın çok komik sevimli 😂😂😂, 0
Bu kadinin dövmelerini cok seviyorum, 0
👏👏, 0
Hahahhahahah Gelseneğğğğğ, 2
Sesine ne olmuş burnundan geliyo,3
Böyle ağız görmedim,4
🤣, 0
Hem oyunculuk Komutanlığı'nda marifet var  şarkıcılık on parmağında  on marifet var   👏😂🔥, 0
Çok iyisin hayatim,3
Hastayım bu karıya❤️, 2
Kazada ölümden döndün ama sen halana akıl'lanmamışsın., 3
Kız ne güzel yaptın öyle orjinal hatun 😎😍, 4
Catlak karı her yaptı çok güzel bunun ya,3
Tirafesti zannettim, lannn sonra  anladim, 1
😂😂😂😂😂😂humanist.❤💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💜💗💗💗💗💗💜💗💗💗💗💜💗💗💗💜💗💖👏👏👏, 0
Tamam da ne gerek vardı yani, 3
🔥🔥🔥🤣, 0
Yakışmış 👏👏👏👏, 0
Dursun başkanın napoli başkanı ile osimen pazarlığı yapma şekli bir türlü konuya giremiyor 😂, 3
Abla gülmek sana çok yakışıyor dicem ama diyemiyorum., 1
Çakma irem derici demiştim orjinali çıktıya la. Abam sana nooldu 😂, 4
Ahaha çook samimi ve güzel olmuş böyle videolar umarım daha çok gelir ❤️,0
Milet harbıden şaşırmış,3
kaşmerr seniii…,4
Abla sen malmisin,1
Ulan bukadar oturmazdi baskasina  nekadar yakismis,0
Devlet sanada kimliği vermiş😂😂,3
Şu tibe bak ya kadın ya yazık😂😂😂,4
Performans 10 numara tebrikler, 0
Buda varya iyi gider hq sabah akşam bam bam durursam sana yazıklar olsun,2
Bana vercen mi 😢,2
Bu erkekten dönmemi yoksa gerçekten dönmemi 😳, 1
Bu ne la ne hale gelmiş bu, 4
paçoz awk, 1
Tipe bak,4
Ünlü Olupda Nasıl'Da  Böyle Ünsüz Takılabiliyorsun Büyük Bir başarı, 3
Uff cidden en komik ve en samimi ünlü 😍😍😍, 0
❤️sana bayılıyorum.sesine hayranım, 0
Sen nesin böyle yaa herşeyin olay olay olay 👏, 0
Ağzınız kiralık mı 3+1 bir ev gibi 😂,1
Baya yaşlanmış 😕,4
Ezber desen gırlaaa🤣,3
Only Fas acarsa sasirmam,2
Bu saaten sonra s*****m 😂😂😂,2
Yine bunu biri terketmiş )) herhalde artık anlamış olmalı erkeklerin ağır başlı kibar zarif kadınlara aşık olduklarını,3
Afrodit🔥🔥🔥🔥🔥🔥🔥 yanıyor sun,2
😍😍😍😍😍,0
Gerçekten sanatcı degilsin sanatcılıgı ayaklar altina degil eziyosunnnn, 1
izmir yolunda bekleyen munyamin abi gibi 😂😂, 3
o dUdaklar kötü🤦🏽‍♀️,4
Ne ağız yaptın🤣, 3
Ağza bak amk, 1
❤️❤️,0
Maşallah❤️,0
Ağzını sikim🔥, 2
Aaaayollll😂😂😂😂😂😂, 3
Abla ağzın cidden büyükmüş ama tatlısın ❤️,4
Öcü, 1
Nolmuş buna la,1
Helal mükemmel ötesi ve acil ülke bu tarz cevherleri keşfetmeli  fevkalade 🤩, 0
Travestimi bu, 1
Estetik güzeli, 4
Çok çok güzelsin Betonum ❤️, 4
Sen nasıl bir kraliçesin ya ❤️❤️❤️❤️,0
Gösterince güzel olunmuyor irem, 3
Onların sigortası varmı,2
Derini soyasim geldi İrem derisiz,1
Boyundan aşağısı süper,2
Küt küt,4
Hocanın kedicik 😂😂, 3
Ayyyy my sexy sista 🔥🧿🧿🧿 çok güzelsin babygirl 💕,2
🤢🤢🤢🤮🤮🤮🤮🤮🤮,1
Bin tane kalbim olsa birini sana vermem,3
Offffff🔥,2
Cok zayif bolbol yemesi gerek,2
Şu short deri pantolonlar ne kadar itici ya,4
49 kğ🔥,4
🔥🔥🔥,2
Ask ama askkkk ❤❤❤❤,2
😍Beton 🔥🔥,4
Allahimmm sana geliyorummmmm🔥🔥😂😂
Kombin olay amaaaaaa🔥, 0
Çok büyük toplar 😍😍, 2
Üüff yakmissin gene 🔥🔥🔥, 0
Cesur bebeğim 🔥, 0
👏😽🎸💜🌟, 0
Güzellik 🔥❤️, 0
❤️❤️❤️❤️❤️❤️, 0
Hatunum ya 🐣, 2
Katy Perry izinden gidiyor,4
👏🖤🔥🌹👏,0
Tamam yaptırdın abla anladık göze sokmanın anlamı yok, 4
Yerim😂😍,2
Senin gibi karım olsun milyon dolar borcum olsun 🔥🔥,0
Kemer biraz daha ince olsa İyi olabilirdi reis, 0
Ne şimdi bu Allah akıl fikir versin,1
Maşallah diyorum ve Allah'ım seni çekemeyen ve seni sen olduğun için değer vermeyenler den korusun inşallah saygılarımla huzurlu ve mutlu dolu günler dilerim. 🌹🌹., 0
Senden gecmişi oynuyosun yada öyle yansıtıyosun, 1
Bu dünyaya fazlasın❤️, 0
Günaydın İrem bı müsait zamanda banada yururmusun ❤️❤️❤️❤️❤️, 2
İremim hastayım sana, 2
BU NEDİR YA 80 LERİN DİSKO KIZLARI GİBİ COK FAZLA EROTİK, 2
Ürkütücü üstü üstü ne bu böle ne iş, 1
Bu garı ölmedi mi daha😂😂😂😂, 1
🔥🔥🔥🔥👏👏🥰🥰, 0
Ayna; Gene geldi a.q, 1
Aşkımsın❤️, 0
wcde sicip yeni çıkmış gibisin yuvana geri dön, 1
Bunla takılsan yaşlanmazsın mk, 0
Kafan vucuduna göre büyük mü kalıyor ne, 4
🖤, 0
Efsaneler ölmez., 0
Travesti gibi .., 1
Bu da kendini bişey sanıyor.. ... Travestisi 😆, 1
Merhaba tatlım, 0
❤️❤️❤️❤️❤️, 0
Travesti resmen yaaaaa, 1
Boktan hayatlar bok içinde son bulur, 1
Estetik bile çaresiz kalıyor,4
Buda.  Ayrı. Bı. Yanık., 2
Bu klibin en güzel yeri , ne şarkı ne sözleri. Sadece ve sadece gözleri. 😍, 0
İnsan demeye bin şahit lazım 😂😂😂, 3
Gülme sakın hayallerim yıkılır 😂😂😂, 3
Silikon vadisi, 4
Birader şarkı üret şarkı çıkar ,habire saçma sapan kıyafetler giyip teşhir etmekle gündem de kalınmaz kaliteli iş yap millet işini konuşsun,3
Bu kadına hastayım,2
Palanco ! Dogrusu Palyaco ama bu dogrusu bile degil 😂,1
Seni taraklarım çok güzel?? , 2
Varos, 1
Neyle besleniyorsun, 3
İremin. Hastasıyız Dedeee🙏🧿🧿🧿Yolun herdaim açık olsun. Kutsal Kız😊🙏🧿,0
Okadar makyaja bukadar😂😂,3
Oh my god🔥🔥🔥, 2
Yavrum irem bitiyo Ver hele seni nasıl ayarlarlarım, 2
Ehehe bisey yaptığını sanıyor ya ona gülüyorum 😂,3
Şakamı her gecen gün dahada güzelleşiyor Anlamadım,0
Yeminle travestiye benziyor 😂😂,4,1
Çok güzel, alımlı ve bir o kadar çekici , gülmesini eğlenmesini bilen , neşeli , pozitif bir o kadar enerji dolusun abla. İyi ki varsın bir nesil senin şarkıların ile büyüdük şimdi çocuğum senin şarkıların ile büyüyor 😇😇😇, 0
Zayıflamışsın ama karakter olarak, 1
💯, 0
Sen gay mısın, 1
Yazık ya vallahi üzülüyorum Allah ıslah etsin,1
Ya şu kızın yüzü güzel olsun Allam nolurrr😂,4
TRANS BREY GİBİ MEEAAAŞALLAH, 1
Aşkım benim 🔥🔥,0
tövbe bismillah !, 3
Yapma yanacağız YAPMAAAAA,1
Hiç güzel deyisin pok gibsin,1,4
Limon atıyım da belki düşer 🍋🍋, 2
Yakıyor sun bebeğim çok güzel sin aşık olmamak elde değil ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋,0
Yaşlı ve 🏇🏻, 4
Ben bu kızı seviyorum helede burnunu,0
Taşın yeri taş ocağıdır, 4
Yığın, 4
❤️🌹🧿🌹❤️,0
Put olsan putperest olur sana taparım, 2
kız sen hep bomba gibisin🔥🔥🔥 yaktın yine,2
Erik gibi hatun,2
Estetik en cok bu kadına yakışıyor🔥🔥🔥🔥🔥,4
Çılgın.  İremcik. Vahşi.  Güzel.  Cici kız masallah masallah bitanem çok güzelsin,2
Aga be aga be kadına bak Allah yardım etsin çok üzülüyorum bunun için 🤲🤲,1
aşkım yaa❤️, 0
Kendini yaktın, bizi de yakacaksın😂😂
Estetik de ise yaramamış, 4
Silikon güzeli 😂, 3
Cok zayiflamişsin, 0
Harikasin be, 0
Mide bulandiriçi, 1
Yok be. 3 kez Alici gözü ile baktım. Olmuyor aga. Her seferinde, eski kimliginde ki resim gozumun önüne geliyor,4
of of of yemede yanında yat,2
Tam kokmus guzeli😂,2
Yine herzamanki gibi süpersin 🔥❤️,0
Gündem için hersey mubah,3
Edepsizlik sen ne yaygin seysin..,1
Komik😂,0
🤮🤮🤮,1
Kornealarim yandı bu ne guzellik 🥰,0
Şortlar demode oldu...,0
Bende mi soyun sam bilenedim😂,2
Kedi kesene benziyo amk,4,1
Allahım bu kadın yaşlansın artık kıskanmaya başladım,4
Bizim.eskiden halı yıkadımız filelere benziyor aynı 😂😂,4
Pantalon güzelmiş bana versene,0
İlk gördüğüm andan beri sexy buldum,2
İnsan tedavi olayı neden reddeder?, 3
👏👏👏👏👏👏 çok klas,0
💐🐻🔥 Çok şekersin, 0
Kadın günden güne güzelleşiyor gençliğini koruyor bakım farkımı ne, 0
FİRAVUN SENİ GÖRSEYDİ NEFERTİTİNİN HİÇ ŞANSI YOKTU MISIRIN HER KÖŞESİNE HEYKELİNİ DİKERDİ 🥰,0
Boy kısa,4
Baya zayıflamiş ve güzelde olmuş yakışmış😊,0
Cidden hastayım sana doktor olsan gergin hastanedeyim
Memiktolar da , poncikto olmuş 🔥😂,2
Çok guzelsinannaq,0
Istedine veren imanli gardasimiz,2
Estetik baya işe yariyor👏👏👏👏😂😂😂,4
Seninde arzulamayan ne biliyim 😍😍😍,2
İphon 11 gibi artık bir güncelleme gelmeyecek, çünkü yapılacak bir taraf kalmadı😁,4
Travesti gibi,1,4
☀️🌹💐,0
Makyaj a İrem Derici takmışlar,4
🌹🌹🌹🌹🌹,0
😍❤️,0
Yatırım değmiş 😂,3
Seni çok seviyorum sen de kendini olduğun gibi sevmelisin, 0
Bide makyajı sil de görelim yüzünü resmen maymunduuu,4,1
Şarkı hariç herşey güzel 😍 ,3
Kombin çok güzel olmuş ne giysen yakişiyo sana❤❤❤ 0
Gerçekten sevmiyorum senieli dolusun ama iyi bir insansın.,0
18 liklere taş çıkartır, 0
Türkiye'nin ünlü travestisi, 1
😍😍,0
Nasıl bu kadar umursamaz bodoslama yaşıyorsun imreniyorum evet argosun ama hepimiz argoyuz senin cesaretle söylediklerini bizlerde söylüyoruz ama içten kimse duymadan çünkü duyduklarında savaşacak cephanemiz yok her daim neşe keyif sağlık seninle olsun ha bir de para🥰🔥 aşk
40 kadina bedelsin prenses, 0
Seni böyle seksy pozlarla görünce aklıma o sana yuruyecegi için sana baka baka gelen çocuğun abla diyisi gelio aklıma sadce gülüyorum 😁😁😁,4
Tipe bak alah aşkına  trawesti mahmut abi ye benziyor 😂,1,4
Muhteşem bir kadın 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0
Senle beni aynı odaya kitlesinler bana bir saat yeter senle sohbet etmek konuşmak istiyorum,2
Hatasız boyasız, 4
Senin gibi hatunum olsa var ya,2
Az yerim çok harcama al beni besle evde 🔥,2
Kedi vidyoları senden çok izleniyor....😂😂😂,3
Kırar bence, 2
Bu kadını hiç sevemedim, 0
Yürüyen ceset  maymunda 5 DKK önce doğmuş amq bide güzel gibi poz vermeleri neysee😂, 1
İrem ömrüne ömür katmak istersen dm atabilirsin. İyi akşamlar, 2
Hepsi gerçekten senin mi, 2
Yanmayalımmı irem, 2
Severim öperiz seve seve, 2
Kara çizmeli Sarı İrem Ağa 💛, 0
Avuuuu 😂😂, 0
sesine yapistirdilarmi, 1
Facia., 1
Ben senin hastanım ya, 2
Yandı yine buralar 🥵🥵🥵, 2
Seversin,seviyoruz.😉, 0
😍😍😍😍😍😍😍😍😍😍😍😍, 0
Yaktın beni kiZ,2
❤️👏🧿❤️🔥❤️😍❤️🤩❤️🧿👏❤️,0
Deli ama cana yakın👏👏, 0
🔥,2
Bazen abime benziyon abla, 1,4
Yavrum, 0
Hakikatten çakma iPhone gibi yaaa,1
Enteresan, 0
Kim ne derse desin her halinle güzelsin otoriter birisin,0
Bullshit,1
Eskort gibi bişey,1
Seni camdan baktırtmam 🔥🔥🔥🔥🔥,2
Her yerin ayrı S E X, 2
En güzel hatun bence kıskanmaya gerek yok bayanlar. Kadın güzelliği siziin tahmin edebileceğiniz birşey değil, 4
Ben mi birtek bu kadını erkeğe benzetiyorum,4
Seni tek adam nasıl doyurur acaba.... Aç kalırsın sen,1
Ev bit pazarı gibi :),3
👏❤️❤️,0
Kızım senin bı ayarın yok mu canlı gördüm toton kocamandı şimdi kurumuş kalanı bu kadar mi😂😂😂 ama harikasın yine de seviyorum seni😍😘,4
Git gide güzelleşiyor mu ne?? 🤔,0
Troların efendisi,1
Tay gibi hatunsun irem, 2
Ölüyü diriltirsin sen varya 😏, 2
Bacim o yuzle sansin yok ya, 4
Bilmiyorsun ama hastanim yavrum yaa, 2
İnsan artığı..., 1
